ID,Name,Artists,Streams,S.Week,BB.Week
407,Sorry Not Sorry,Demi Lovato,5765110,2017-08-25,2017-08-26
408,Young Dumb & Broke,Khalid,5597303,2017-08-25,2017-08-26
409,Mi Gente,J Balvin,5552505,2017-08-25,2017-08-26
410,Silence,Marshmello,5276220,2017-08-25,2017-08-26
411,I'm the One,DJ Khaled,5237680,2017-08-25,2017-08-26
412,BUTTERFLY EFFECT,Travis Scott,5224118,2017-08-25,2017-08-26
413,Congratulations,Post Malone,5185408,2017-08-25,2017-08-26
414,1-800-273-8255,Logic,5115286,2017-08-25,2017-08-26
415,Feels,Calvin Harris,4927435,2017-08-25,2017-08-26
416,Strip That Down,Liam Payne,4844877,2017-08-25,2017-08-26
417,Location,Khalid,4470437,2017-08-25,2017-08-26
418,Feel It Still,Portugal. The Man,4399374,2017-08-25,2017-08-26
419,Attention,Charlie Puth,4236220,2017-08-25,2017-08-26
420,Havana,Camila Cabello,4172544,2017-08-25,2017-08-26
421,Praying,Kesha,4098050,2017-08-25,2017-08-26
422,Love Galore,SZA,4066925,2017-08-25,2017-08-26
423,Slippery,Migos,4032481,2017-08-25,2017-08-26
424,Redbone,Childish Gambino,4002733,2017-08-25,2017-08-26
425,New Rules,Dua Lipa,3992920,2017-08-25,2017-08-26
426,Back To You,Louis Tomlinson,3964157,2017-08-25,2017-08-26
427,Magnolia,Playboi Carti,3917163,2017-08-25,2017-08-26
428,Believer,Imagine Dragons,3849744,2017-08-25,2017-08-26
429,goosebumps,Travis Scott,3848449,2017-08-25,2017-08-26
430,DNA.,Kendrick Lamar,3810500,2017-08-25,2017-08-26
431,Rake It Up,Yo Gotti,3651445,2017-08-25,2017-08-26
432,Glorious,Macklemore,3642746,2017-08-25,2017-08-26
433,I Get The Bag,Gucci Mane,3592899,2017-08-25,2017-08-26
434,Body Like A Back Road,Sam Hunt,3559469,2017-08-25,2017-08-26
435,Slow Hands,Niall Horan,3517011,2017-08-25,2017-08-26
436,Thunder,Imagine Dragons,3463243,2017-08-25,2017-08-26
437,I Like Me Better,Lauv,3446024,2017-08-25,2017-08-26
438,2U,David Guetta,3383742,2017-08-25,2017-08-26
439,Mask Off,Future,3371962,2017-08-25,2017-08-26
440,Fetish,Selena Gomez,3349387,2017-08-25,2017-08-26
441,It's A Vibe,2 Chainz,3332290,2017-08-25,2017-08-26
442,There's Nothing Holdin' Me Back,Shawn Mendes,3292079,2017-08-25,2017-08-26
443,LOYALTY.,Kendrick Lamar,3240538,2017-08-25,2017-08-26
444,Drowning,A Boogie Wit da Hoodie,3201716,2017-08-25,2017-08-26
445,That's What I Like,Bruno Mars,3190198,2017-08-25,2017-08-26
446,Perplexing Pegasus,Rae Sremmurd,3173299,2017-08-25,2017-08-26
447,LOVE.,Kendrick Lamar,3169821,2017-08-25,2017-08-26
448,Shape of You,Ed Sheeran,3058291,2017-08-25,2017-08-26
449,Slide,Calvin Harris,2826887,2017-08-25,2017-08-26
450,Would You Ever,Skrillex,2693488,2017-08-25,2017-08-26
451,4:00 AM,2 Chainz,2660105,2017-08-25,2017-08-26
452,Lonely Together,Avicii,2600029,2017-08-25,2017-08-26
453,Signs,Drake,2549049,2017-08-25,2017-08-26
454,Roll In Peace,Kodak Black,2494133,2017-08-25,2017-08-26
455,iSpy,KYLE,2420067,2017-08-25,2017-08-26
456,Unforgettable,Thomas Rhett,2410441,2017-08-25,2017-08-26
457,Stay,"Zedd, Alessia Cara",2345171,2017-08-25,2017-08-26
458,Passionfruit,Drake,2318021,2017-08-25,2017-08-26
459,No Complaints,Metro Boomin,2297746,2017-08-25,2017-08-26
460,Without You,Avicii,2216483,2017-08-25,2017-08-26
461,OMG,Camila Cabello,2198635,2017-08-25,2017-08-26
462,Bad and Boujee,Migos,2150692,2017-08-25,2017-08-26
463,Most Girls,Hailee Steinfeld,2144627,2017-08-25,2017-08-26
464,Bounce Back,Big Sean,2138486,2017-08-25,2017-08-26
465,More Than You Know,Axwell /\ Ingrosso,2135376,2017-08-25,2017-08-26
466,Something Just Like This,The Chainsmokers,2115562,2017-08-25,2017-08-26
467,Rich Love,"OneRepublic, Seeb",2106992,2017-08-25,2017-08-26
24813,All Time Low,Jon Bellion,3757609,2017-01-27,2017-01-28
469,Now Or Never,Halsey,2089183,2017-08-25,2017-08-26
470,T-Shirt,Migos,2031221,2017-08-25,2017-08-26
471,Say You Won't Let Go,James Arthur,2014931,2017-08-25,2017-08-26
472,Marmalade,Macklemore,2005740,2017-08-25,2017-08-26
473,Tunnel Vision,Kodak Black,2000490,2017-08-25,2017-08-26
474,Closer,The Chainsmokers,1976740,2017-08-25,2017-08-26
475,There for You,Martin Garrix,1973454,2017-08-25,2017-08-26
477,Rollin,Calvin Harris,1954462,2017-08-25,2017-08-26
478,Questions,Chris Brown,1923111,2017-08-25,2017-08-26
479,Issues,Julia Michaels,1910193,2017-08-25,2017-08-26
480,No Promises,Cheat Codes,1905668,2017-08-25,2017-08-26
481,Swang,Rae Sremmurd,1886011,2017-08-25,2017-08-26
482,Mama,Jonas Blue,1884322,2017-08-25,2017-08-26
483,What Ifs,Kane Brown,1872693,2017-08-25,2017-08-26
484,Despacito (Featuring Daddy Yankee),Luis Fonsi,1832447,2017-08-25,2017-08-26
485,Caroline,Aminé,1824888,2017-08-25,2017-08-26
486,wokeuplikethis*,Playboi Carti,1806416,2017-08-25,2017-08-26
487,Portland,Drake,1801196,2017-08-25,2017-08-26
488,Small Town Boy,Dustin Lynch,1797121,2017-08-25,2017-08-26
489,Broccoli,DRAM,1785154,2017-08-25,2017-08-26
490,Bad Liar,Selena Gomez,1773857,2017-08-25,2017-08-26
491,The Race,Tay-K,1768895,2017-08-25,2017-08-26
492,Numb,21 Savage,1750943,2017-08-25,2017-08-26
493,Fake Love,Drake,1739264,2017-08-25,2017-08-26
494,Relationship,Young Thug,1735465,2017-08-25,2017-08-26
495,Starboy,The Weeknd,1725656,2017-08-25,2017-08-26
496,It Ain't Me,"Kygo, Selena Gomez",1724164,2017-08-25,2017-08-26
497,Felices los 4,Maluma,1717668,2017-08-25,2017-08-26
498,Look At Me!,XXXTENTACION,1697883,2017-08-25,2017-08-26
499,Ex Calling,6LACK,1694649,2017-08-25,2017-08-26
500,Everyday We Lit,YFN Lucci,1688882,2017-08-25,2017-08-26
501,Swalla,Jason Derulo,1685878,2017-08-25,2017-08-26
502,Go Flex,Post Malone,1685525,2017-08-25,2017-08-26
503,ELEMENT.,Kendrick Lamar,1673587,2017-08-25,2017-08-26
504,White Iverson,Post Malone,1670186,2017-08-25,2017-08-26
505,Your Song,Rita Ora,1664302,2017-08-25,2017-08-26
506,Hurricane,Luke Combs,1646941,2017-08-25,2017-08-26
507,What About Us,P!nk,1641901,2017-08-25,2017-08-26
508,Money Longer,Lil Uzi Vert,1629407,2017-08-25,2017-08-26
509,Down,Fifth Harmony,1615558,2017-08-25,2017-08-26
510,The Weekend,SZA,1613064,2017-08-25,2017-08-26
511,First Day Out,Tee Grizzley,1610057,2017-08-25,2017-08-26
512,pick up the phone,Young Thug,1594347,2017-08-25,2017-08-26
513,beibs in the trap,Travis Scott,1593853,2017-08-25,2017-08-26
514,Why,Sabrina Carpenter,1579719,2017-08-25,2017-08-26
515,No Problem,Chance the Rapper,1567472,2017-08-25,2017-08-26
516,Candy Paint,Post Malone,1541298,2017-08-25,2017-08-26
517,Losin Control,Russ,1537558,2017-08-25,2017-08-26
518,X,21 Savage,1518243,2017-08-25,2017-08-26
519,PRBLMS,6LACK,1512583,2017-08-25,2017-08-26
520,No Role Modelz,J. Cole,1498342,2017-08-25,2017-08-26
521,Heartache On The Dance Floor,Jon Pardi,1496536,2017-08-25,2017-08-26
522,One Dance,Drake,1487172,2017-08-25,2017-08-26
523,Know No Better,Major Lazer,1485332,2017-08-25,2017-08-26
524,Craving You,Thomas Rhett,1470546,2017-08-25,2017-08-26
525,Rolex,"Ayo, Teo",1465510,2017-08-25,2017-08-26
526,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1462609,2017-08-25,2017-08-26
527,Malibu,Miley Cyrus,1453538,2017-08-25,2017-08-26
528,Escápate Conmigo,Wisin,1451654,2017-08-25,2017-08-26
529,Get Low,"Zedd, Liam Payne",1445991,2017-08-25,2017-08-26
530,Myself,NAV,1438726,2017-08-25,2017-08-26
531,Met Gala,Gucci Mane,1425151,2017-08-25,2017-08-26
532,You Was Right,Lil Uzi Vert,1418930,2017-08-25,2017-08-26
533,Saved,Khalid,1408487,2017-08-25,2017-08-26
534,Super Far,LANY,1404627,2017-08-25,2017-08-26
535,RAF,A$AP Mob,1402944,2017-08-25,2017-08-26
536,What They Want,Russ,1401434,2017-08-25,2017-08-26
537,Younger Now,Miley Cyrus,1398830,2017-08-25,2017-08-26
538,Neighbors,J. Cole,1388273,2017-08-25,2017-08-26
539,8TEEN,Khalid,1385346,2017-08-25,2017-08-26
540,Tone It Down,Gucci Mane,1384748,2017-08-25,2017-08-26
541,Built My Legacy,Kodak Black,1380301,2017-08-25,2017-08-26
542,Gyalchester,Drake,1380078,2017-08-25,2017-08-26
543,Two High,Moon Taxi,1375704,2017-08-25,2017-08-26
544,In Case You Didn't Know,Brett Young,1368777,2017-08-25,2017-08-26
545,Audi.,Smokepurpp,1357698,2017-08-25,2017-08-26
546,When It Rains It Pours,Luke Combs,1354049,2017-08-25,2017-08-26
547,Crew,GoldLink,1331153,2017-08-25,2017-08-26
548,Who Dat Boy,"Tyler, The Creator",1320403,2017-08-25,2017-08-26
549,Horses,"PnB Rock, Kodak Black, A Boogie Wit da Hoodie",1315762,2017-08-25,2017-08-26
550,Reminder - Remix,The Weeknd,1304533,2017-08-25,2017-08-26
551,24K Magic,Bruno Mars,1303276,2017-08-25,2017-08-26
552,Do I Make You Wanna,Billy Currington,1300992,2017-08-25,2017-08-26
553,All My Love,Cash Cash,1285727,2017-08-25,2017-08-26
554,I Feel It Coming,The Weeknd,1284692,2017-08-25,2017-08-26
555,Starving,Hailee Steinfeld,1267778,2017-08-25,2017-08-26
556,Run Me Dry,Bryson Tiller,1264094,2017-08-25,2017-08-26
557,Low Life,Future,1257343,2017-08-25,2017-08-26
558,Versace on the Floor,Bruno Mars,1243085,2017-08-25,2017-08-26
559,Everybody,Logic,1242446,2017-08-25,2017-08-26
560,Exchange,Bryson Tiller,1240466,2017-08-25,2017-08-26
561,Castle on the Hill,Ed Sheeran,1240074,2017-08-25,2017-08-26
562,Don't,Bryson Tiller,1238525,2017-08-25,2017-08-26
563,Till I Collapse,Eminem,1237316,2017-08-25,2017-08-26
564,Black Beatles,Rae Sremmurd,1237096,2017-08-25,2017-08-26
565,Transportin',Kodak Black,1235618,2017-08-25,2017-08-26
566,Some Way,NAV,1235220,2017-08-25,2017-08-26
567,Reminder,The Weeknd,1234289,2017-08-25,2017-08-26
568,The Night We Met,Lord Huron,1231345,2017-08-25,2017-08-26
569,Patty Cake,Kodak Black,1228226,2017-08-25,2017-08-26
570,From The D To The A,Tee Grizzley,1228123,2017-08-25,2017-08-26
571,Paris,The Chainsmokers,1221695,2017-08-25,2017-08-26
572,Me Rehúso,Danny Ocean,1202136,2017-08-25,2017-08-26
573,No Heart,21 Savage,1192293,2017-08-25,2017-08-26
574,Don't Let Me Down,The Chainsmokers,1188547,2017-08-25,2017-08-26
575,No Such Thing as a Broken Heart,Old Dominion,1183378,2017-08-25,2017-08-26
576,Get to the Money,Chad Focus,1172984,2017-08-25,2017-08-26
577,Get Right Witcha,Migos,1152234,2017-08-25,2017-08-26
578,Gassed Up,Nebu Kiniza,1151870,2017-08-25,2017-08-26
579,Flex Like Ouu,Lil Pump,1151184,2017-08-25,2017-08-26
580,Chill Bill,Rob $tone,1146032,2017-08-25,2017-08-26
581,Symphony,Clean Bandit,1144588,2017-08-25,2017-08-26
582,Boss,Lil Pump,1144050,2017-08-25,2017-08-26
583,Sway,NexXthursday,1139051,2017-08-25,2017-08-26
584,No Flockin,Kodak Black,1135866,2017-08-25,2017-08-26
585,Moves,Big Sean,1131969,2017-08-25,2017-08-26
586,Sign of the Times,Harry Styles,1130835,2017-08-25,2017-08-26
587,Up,NAV,1125758,2017-08-25,2017-08-26
588,D Rose,Lil Pump,1122458,2017-08-25,2017-08-26
589,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1119915,2017-08-25,2017-08-26
590,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1102240,2017-08-25,2017-08-26
591,Love On The Brain,Rihanna,1102052,2017-08-25,2017-08-26
592,Learn To Let Go,Kesha,1100754,2017-08-25,2017-08-26
593,Selfish,PnB Rock,1098181,2017-08-25,2017-08-26
594,Perfect,Ed Sheeran,1096196,2017-08-25,2017-08-26
595,See You Again,"Tyler, The Creator",1094071,2017-08-25,2017-08-26
596,Hometown Girl,Josh Turner,1090778,2017-08-25,2017-08-26
597,V. 3005,Childish Gambino,1088387,2017-08-25,2017-08-26
598,Weak,AJR,1086127,2017-08-25,2017-08-26
599,Shape of You,Ed Sheeran,14514004,2017-03-10,2017-03-11
600,iSpy,KYLE,8766667,2017-03-10,2017-03-11
601,That's What I Like,Bruno Mars,8295295,2017-03-10,2017-03-11
602,Bad and Boujee,Migos,7536649,2017-03-10,2017-03-11
603,Mask Off,Future,7276281,2017-03-10,2017-03-11
604,Something Just Like This,The Chainsmokers,7199494,2017-03-10,2017-03-11
605,Galway Girl,Ed Sheeran,7180819,2017-03-10,2017-03-11
606,It Ain't Me,"Kygo, Selena Gomez",7063835,2017-03-10,2017-03-11
607,Tunnel Vision,Kodak Black,6994936,2017-03-10,2017-03-11
608,Castle on the Hill,Ed Sheeran,6692699,2017-03-10,2017-03-11
609,Bounce Back,Big Sean,6655865,2017-03-10,2017-03-11
610,Congratulations,Post Malone,6555279,2017-03-10,2017-03-11
611,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,6202596,2017-03-10,2017-03-11
612,Issues,Julia Michaels,6080178,2017-03-10,2017-03-11
613,Perfect,Ed Sheeran,6036976,2017-03-10,2017-03-11
614,Paris,The Chainsmokers,5907607,2017-03-10,2017-03-11
615,Dive,Ed Sheeran,5859292,2017-03-10,2017-03-11
616,Stay,"Zedd, Alessia Cara",5853518,2017-03-10,2017-03-11
617,Happier,Ed Sheeran,5699079,2017-03-10,2017-03-11
618,Green Light,Lorde,5614362,2017-03-10,2017-03-11
619,Slide,Calvin Harris,5511187,2017-03-10,2017-03-11
620,New Man,Ed Sheeran,5359985,2017-03-10,2017-03-11
621,T-Shirt,Migos,5333609,2017-03-10,2017-03-11
622,What Do I Know?,Ed Sheeran,5172564,2017-03-10,2017-03-11
623,Fake Love,Drake,5161133,2017-03-10,2017-03-11
624,Body Like A Back Road,Sam Hunt,4433530,2017-03-10,2017-03-11
625,I Feel It Coming,The Weeknd,4422305,2017-03-10,2017-03-11
626,Hearts Don't Break Around Here,Ed Sheeran,4369394,2017-03-10,2017-03-11
627,Eraser,Ed Sheeran,4349734,2017-03-10,2017-03-11
628,Swang,Rae Sremmurd,4335464,2017-03-10,2017-03-11
629,Barcelona,Ed Sheeran,4256012,2017-03-10,2017-03-11
630,Supermarket Flowers,Ed Sheeran,4252540,2017-03-10,2017-03-11
631,Location,Khalid,4248775,2017-03-10,2017-03-11
632,How Would You Feel (Paean),Ed Sheeran,4238005,2017-03-10,2017-03-11
633,Starboy,The Weeknd,4195730,2017-03-10,2017-03-11
634,Say You Won't Let Go,James Arthur,4148261,2017-03-10,2017-03-11
635,Cold,Maroon 5,4095828,2017-03-10,2017-03-11
636,Selfish,Future,4064484,2017-03-10,2017-03-11
637,Chained To The Rhythm,Katy Perry,4038271,2017-03-10,2017-03-11
638,Believer,Imagine Dragons,3975490,2017-03-10,2017-03-11
639,Nancy Mulligan,Ed Sheeran,3975244,2017-03-10,2017-03-11
640,Closer,The Chainsmokers,3879822,2017-03-10,2017-03-11
641,Scared to Be Lonely,Martin Garrix,3717465,2017-03-10,2017-03-11
642,Bibia Be Ye Ye,Ed Sheeran,3682850,2017-03-10,2017-03-11
643,Look At Me!,XXXTENTACION,3619282,2017-03-10,2017-03-11
644,Love On The Brain,Rihanna,3614749,2017-03-10,2017-03-11
645,Bad Things,"Machine Gun Kelly, Camila Cabello",3612668,2017-03-10,2017-03-11
646,Caroline,Aminé,3548672,2017-03-10,2017-03-11
647,Save Myself,Ed Sheeran,3524386,2017-03-10,2017-03-11
648,Moves,Big Sean,3450551,2017-03-10,2017-03-11
649,goosebumps,Travis Scott,3415123,2017-03-10,2017-03-11
650,All Time Low,Jon Bellion,3245567,2017-03-10,2017-03-11
651,"How Far I'll Go - From ""Moana""",Alessia Cara,3241922,2017-03-10,2017-03-11
652,Comin Out Strong,Future,3225561,2017-03-10,2017-03-11
653,Broccoli,DRAM,3065043,2017-03-10,2017-03-11
654,Black Beatles,Rae Sremmurd,3043561,2017-03-10,2017-03-11
655,Redbone,Childish Gambino,3007770,2017-03-10,2017-03-11
656,No Heart,21 Savage,2939106,2017-03-10,2017-03-11
657,Call On Me - Ryan Riback Extended Remix,Starley,2924654,2017-03-10,2017-03-11
658,X,21 Savage,2922329,2017-03-10,2017-03-11
659,Both,Gucci Mane,2890213,2017-03-10,2017-03-11
660,No Problem,Chance the Rapper,2884436,2017-03-10,2017-03-11
661,Despacito (Featuring Daddy Yankee),Luis Fonsi,2867453,2017-03-10,2017-03-11
662,Party Monster,The Weeknd,2853376,2017-03-10,2017-03-11
663,Weak,AJR,2835341,2017-03-10,2017-03-11
664,Run Up,Major Lazer,2740422,2017-03-10,2017-03-11
665,24K Magic,Bruno Mars,2681301,2017-03-10,2017-03-11
666,Rolex,"Ayo, Teo",2652775,2017-03-10,2017-03-11
667,Slippery,Migos,2434172,2017-03-10,2017-03-11
668,One Dance,Drake,2406213,2017-03-10,2017-03-11
669,Down,Marian Hill,2346399,2017-03-10,2017-03-11
670,I Got You,Bebe Rexha,2345230,2017-03-10,2017-03-11
671,All Night,The Vamps,2328506,2017-03-10,2017-03-11
672,Deja Vu,J. Cole,2317990,2017-03-10,2017-03-11
673,Losin Control,Russ,2306176,2017-03-10,2017-03-11
674,No Favors,Big Sean,2264886,2017-03-10,2017-03-11
675,Don't Leave,Snakehips,2210522,2017-03-10,2017-03-11
676,Rockabye,Clean Bandit,2206809,2017-03-10,2017-03-11
677,Make Me (Cry),Noah Cyrus,2201316,2017-03-10,2017-03-11
678,Sneakin’,Drake,2193683,2017-03-10,2017-03-11
679,Kelly Price,Migos,2170875,2017-03-10,2017-03-11
680,Low Life,Future,2154479,2017-03-10,2017-03-11
681,Selfish,PnB Rock,2135959,2017-03-10,2017-03-11
682,pick up the phone,Young Thug,2128007,2017-03-10,2017-03-11
683,Chill Bill,Rob $tone,2088175,2017-03-10,2017-03-11
684,White Iverson,Post Malone,2085345,2017-03-10,2017-03-11
685,Just Hold On,Steve Aoki,2072474,2017-03-10,2017-03-11
686,You Was Right,Lil Uzi Vert,2045547,2017-03-10,2017-03-11
687,Starving,Hailee Steinfeld,2031672,2017-03-10,2017-03-11
688,Rent Money,Future,2018017,2017-03-10,2017-03-11
689,Solo Dance,Martin Jensen,1984793,2017-03-10,2017-03-11
690,History,Olivia Holt,1983075,2017-03-10,2017-03-11
691,The Other,Lauv,1909638,2017-03-10,2017-03-11
692,Sunset Lover,Petit Biscuit,1905809,2017-03-10,2017-03-11
693,Draco,Future,1890587,2017-03-10,2017-03-11
694,Side To Side,Ariana Grande,1886373,2017-03-10,2017-03-11
695,Heathens,twenty one pilots,1882771,2017-03-10,2017-03-11
696,Water Under the Bridge,Adele,1862716,2017-03-10,2017-03-11
697,No Role Modelz,J. Cole,1824970,2017-03-10,2017-03-11
698,Sooner Or Later,Aaron Carter,1821626,2017-03-10,2017-03-11
699,Some Way,NAV,1816784,2017-03-10,2017-03-11
700,Good Drank,2 Chainz,1775851,2017-03-10,2017-03-11
701,In the Name of Love,Martin Garrix,1758695,2017-03-10,2017-03-11
702,Cake - Challenge Version,Flo Rida,1749723,2017-03-10,2017-03-11
703,Water,Ugly God,1749019,2017-03-10,2017-03-11
704,Oceans Away,A R I Z O N A,1742336,2017-03-10,2017-03-11
705,Let Me Love You,DJ Snake,1739294,2017-03-10,2017-03-11
706,Don't Wanna Know,Maroon 5,1729852,2017-03-10,2017-03-11
707,Romantic - NOTD Remix,Stanaj,1727678,2017-03-10,2017-03-11
708,Get Right Witcha,Migos,1713389,2017-03-10,2017-03-11
709,Some Kind Of Drug,G-Eazy,1693576,2017-03-10,2017-03-11
710,Too Many Years,Kodak Black,1665331,2017-03-10,2017-03-11
711,Too Good,Drake,1662948,2017-03-10,2017-03-11
712,Go Flex,Post Malone,1658505,2017-03-10,2017-03-11
713,Mercy,Shawn Mendes,1646590,2017-03-10,2017-03-11
714,Reminder,The Weeknd,1644310,2017-03-10,2017-03-11
715,Controlla,Drake,1629741,2017-03-10,2017-03-11
716,Needed Me,Rihanna,1629120,2017-03-10,2017-03-11
717,Come and See Me,PARTYNEXTDOOR,1626501,2017-03-10,2017-03-11
718,Gucci On My,Mike WiLL Made-It,1625600,2017-03-10,2017-03-11
719,Running Back,Wale,1621548,2017-03-10,2017-03-11
720,Exchange,Bryson Tiller,1620722,2017-03-10,2017-03-11
721,Don't,Bryson Tiller,1615781,2017-03-10,2017-03-11
722,Don't Let Me Down,The Chainsmokers,1611907,2017-03-10,2017-03-11
723,Money Longer,Lil Uzi Vert,1605491,2017-03-10,2017-03-11
724,Go Off,"Lil Uzi Vert, Quavo, Travis Scott",1600533,2017-03-10,2017-03-11
725,PRBLMS,6LACK,1595931,2017-03-10,2017-03-11
726,September Song,JP Cooper,1591255,2017-03-10,2017-03-11
727,beibs in the trap,Travis Scott,1589682,2017-03-10,2017-03-11
728,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1589103,2017-03-10,2017-03-11
729,No Flockin,Kodak Black,1585237,2017-03-10,2017-03-11
730,Sorry,Future,1579609,2017-03-10,2017-03-11
731,Party,Chris Brown,1569616,2017-03-10,2017-03-11
732,Panda,Desiigner,1560035,2017-03-10,2017-03-11
733,Thumbs,Sabrina Carpenter,1553201,2017-03-10,2017-03-11
734,All Night,Chance the Rapper,1552715,2017-03-10,2017-03-11
735,Saved,Khalid,1551324,2017-03-10,2017-03-11
736,Scars To Your Beautiful,Alessia Cara,1543211,2017-03-10,2017-03-11
737,Thinking out Loud,Ed Sheeran,1538525,2017-03-10,2017-03-11
738,Lights Down Low,MAX,1519734,2017-03-10,2017-03-11
739,Ride,twenty one pilots,1501511,2017-03-10,2017-03-11
740,Used to This,Future,1499202,2017-03-10,2017-03-11
741,Sucker For Pain,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign",1468303,2017-03-10,2017-03-11
742,Same Drugs,Chance the Rapper,1464726,2017-03-10,2017-03-11
743,Gassed Up,Nebu Kiniza,1461281,2017-03-10,2017-03-11
744,It's Gotta Be You,Isaiah,1449354,2017-03-10,2017-03-11
745,Deja Vu,Post Malone,1448709,2017-03-10,2017-03-11
746,Jumpman,Drake,1444796,2017-03-10,2017-03-11
747,Photograph,Ed Sheeran,1435290,2017-03-10,2017-03-11
748,Erase Your Social,Lil Uzi Vert,1422695,2017-03-10,2017-03-11
749,Litty,Meek Mill,1412693,2017-03-10,2017-03-11
750,Shed a Light,Robin Schulz,1408827,2017-03-10,2017-03-11
751,Six Feet Under,The Weeknd,1399275,2017-03-10,2017-03-11
752,Wyclef Jean,Young Thug,1393709,2017-03-10,2017-03-11
753,Treat You Better,Shawn Mendes,1392151,2017-03-10,2017-03-11
754,Neighbors,J. Cole,1372762,2017-03-10,2017-03-11
755,Stressed Out,twenty one pilots,1368961,2017-03-10,2017-03-11
756,Timeless (DJ SPINKING),A Boogie Wit da Hoodie,1367466,2017-03-10,2017-03-11
757,Outlet,Desiigner,1358773,2017-03-10,2017-03-11
758,Cold Water,Major Lazer,1350348,2017-03-10,2017-03-11
759,Chantaje,Shakira,1346525,2017-03-10,2017-03-11
760,Love,Lana Del Rey,1344513,2017-03-10,2017-03-11
761,Everyday,Ariana Grande,1343728,2017-03-10,2017-03-11
762,How Far I'll Go,Auli'i Cravalho,1332603,2017-03-10,2017-03-11
763,Juke Jam,Chance the Rapper,1327613,2017-03-10,2017-03-11
764,All We Know,The Chainsmokers,1323275,2017-03-10,2017-03-11
765,One Night,Lil Yachty,1310383,2017-03-10,2017-03-11
766,8TEEN,Khalid,1308351,2017-03-10,2017-03-11
767,Incredible,Future,1303941,2017-03-10,2017-03-11
768,First Day Out,Tee Grizzley,1303288,2017-03-10,2017-03-11
769,Million Reasons,Lady Gaga,1302716,2017-03-10,2017-03-11
770,Death of a Bachelor,Panic! At The Disco,1274148,2017-03-10,2017-03-11
771,Smoke Break,Chance the Rapper,1273817,2017-03-10,2017-03-11
772,Work from Home,Fifth Harmony,1271634,2017-03-10,2017-03-11
773,Up,NAV,1270606,2017-03-10,2017-03-11
774,Feel Good,Gryffin,1267522,2017-03-10,2017-03-11
775,There He Go,Kodak Black,1260783,2017-03-10,2017-03-11
776,Use Me,Future,1259557,2017-03-10,2017-03-11
777,The Hills,The Weeknd,1254236,2017-03-10,2017-03-11
778,American Teen,Khalid,1254233,2017-03-10,2017-03-11
