ID,Name,Artists,Streams,S.Week,BB.Week
6242,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,3668856,2019-03-22,2019-03-23
6243,Wake Up in the Sky,Gucci Mane,3647573,2019-03-22,2019-03-23
6244,SAD!,XXXTENTACION,3630109,2019-03-22,2019-03-23
6245,Money,Cardi B,3625133,2019-03-22,2019-03-23
6246,Make Believe,Juice WRLD,3576046,2019-03-22,2019-03-23
6247,Splashin,Rich The Kid,3545446,2019-03-22,2019-03-23
6248,Con Calma,Daddy Yankee,3480919,2019-03-22,2019-03-23
6249,Maze,Juice WRLD,3283674,2019-03-22,2019-03-23
6250,Saturday Nights,Khalid,3249206,2019-03-22,2019-03-23
6251,Armed And Dangerous,Juice WRLD,3240341,2019-03-22,2019-03-23
6252,Red Room,Offset,3225084,2019-03-22,2019-03-23
6253,Leave Me Alone,Flipp Dinero,3216919,2019-03-22,2019-03-23
6254,Moonlight,XXXTENTACION,3167009,2019-03-22,2019-03-23
6255,lovely,Billie Eilish,3105167,2019-03-22,2019-03-23
6256,R.I.P.,Sofia Reyes,3085168,2019-03-22,2019-03-23
6257,Let Me Down Slowly,Alec Benjamin,2977574,2019-03-22,2019-03-23
6258,when the party's over,Billie Eilish,2966117,2019-03-22,2019-03-23
6259,High Hopes,Panic! At The Disco,2959336,2019-03-22,2019-03-23
6260,Pure Cocaine,Lil Baby,2948999,2019-03-22,2019-03-23
6261,Nights Like This,Kehlani,2925330,2019-03-22,2019-03-23
6262,Space Cadet,Metro Boomin,2914022,2019-03-22,2019-03-23
6263,The Bones,Maren Morris,2913981,2019-03-22,2019-03-23
6264,NASA,Ariana Grande,2880252,2019-03-22,2019-03-23
6265,rockstar,Post Malone,2841131,2019-03-22,2019-03-23
6266,Needy,Ariana Grande,2840416,2019-03-22,2019-03-23
6267,Startender,A Boogie Wit da Hoodie,2765331,2019-03-22,2019-03-23
6268,MIA,Bad Bunny,2760158,2019-03-22,2019-03-23
6269,Nonstop,Drake,2752993,2019-03-22,2019-03-23
6270,Bohemian Rhapsody - Remastered 2011,Queen,2744221,2019-03-22,2019-03-23
6271,Sweet but Psycho,Ava Max,2738799,2019-03-22,2019-03-23
6272,Jocelyn Flores,XXXTENTACION,2719101,2019-03-22,2019-03-23
6273,Taste,Tyga,2618768,2019-03-22,2019-03-23
6274,Be Alright,Dean Lewis,2590666,2019-03-22,2019-03-23
6275,I Like It,Cardi B,2587701,2019-03-22,2019-03-23
6276,Wow. - Remix,Post Malone,2583181,2019-03-22,2019-03-23
6277,Don't Call Me Up,Mabel,2578913,2019-03-22,2019-03-23
6278,Freaky,Tory Lanez,2569398,2019-03-22,2019-03-23
6279,Last Hurrah,Bebe Rexha,2567205,2019-03-22,2019-03-23
6280,Calling My Spirit,Kodak Black,2550556,2019-03-22,2019-03-23
6281,Yes Indeed,Lil Baby,2522819,2019-03-22,2019-03-23
6282,All Girls Are The Same,Juice WRLD,2518423,2019-03-22,2019-03-23
6283,Psycho,Post Malone,2509997,2019-03-22,2019-03-23
6284,idontwannabeyouanymore,Billie Eilish,2504997,2019-03-22,2019-03-23
6285,Who Do You Love,The Chainsmokers,2467956,2019-03-22,2019-03-23
6286,I Fall Apart,Post Malone,2466015,2019-03-22,2019-03-23
6287,Noticed,Lil Mosey,2450597,2019-03-22,2019-03-23
6288,Ric Flair Drip (& Metro Boomin),Offset,2436492,2019-03-22,2019-03-23
6289,Youngblood,5 Seconds of Summer,2417587,2019-03-22,2019-03-23
6290,Girls Need Love,"Summer Walker, Drake",2417387,2019-03-22,2019-03-23
6291,Legacy,Offset,2405627,2019-03-22,2019-03-23
6292,Act Up,City Girls,2399902,2019-03-22,2019-03-23
6293,Imagine,Ariana Grande,2307856,2019-03-22,2019-03-23
6294,Close To Me,"Ellie Goulding, Diplo",2306097,2019-03-22,2019-03-23
6295,Undrunk,FLETCHER,2283649,2019-03-22,2019-03-23
6296,Flaws And Sins,Juice WRLD,2281229,2019-03-22,2019-03-23
6297,Bloodline,Ariana Grande,2277795,2019-03-22,2019-03-23
6298,Fuck Love,XXXTENTACION,2269565,2019-03-22,2019-03-23
6299,Secreto,Anuel AA,2252090,2019-03-22,2019-03-23
6300,Bad Idea,Ariana Grande,2236543,2019-03-22,2019-03-23
6301,Taki Taki,"DJ Snake, Selena Gomez, Ozuna, Cardi B",2198160,2019-03-22,2019-03-23
6302,God's Plan,Drake,2169228,2019-03-22,2019-03-23
6303,SLOW DANCING IN THE DARK,Joji,2167785,2019-03-22,2019-03-23
6304,Nuketown,Ski Mask The Slump God,2152584,2019-03-22,2019-03-23
6305,I Like Me Better,Lauv,2150183,2019-03-22,2019-03-23
6306,Baila Baila Baila,Ozuna,2133719,2019-03-22,2019-03-23
6307,XO TOUR Llif3,Lil Uzi Vert,2116182,2019-03-22,2019-03-23
6308,Keanu Reeves,Logic,2111129,2019-03-22,2019-03-23
6309,Beautiful Crazy,Luke Combs,2100564,2019-03-22,2019-03-23
6310,Feeling,Juice WRLD,2096326,2019-03-22,2019-03-23
6311,Best Part,H.E.R.,2095394,2019-03-22,2019-03-23
6312,Congratulations,Post Malone,2090275,2019-03-22,2019-03-23
6313,10 Freaky Girls,"Metro Boomin, 21 Savage",2073871,2019-03-22,2019-03-23
6314,This Feeling,The Chainsmokers,2073369,2019-03-22,2019-03-23
6315,Look Alive,BlocBoy JB,2064665,2019-03-22,2019-03-23
6316,Don't Stop Me Now - Remastered,Queen,2059757,2019-03-22,2019-03-23
6317,changes,XXXTENTACION,2054212,2019-03-22,2019-03-23
6318,Roses,"benny blanco, Juice WRLD",2053888,2019-03-22,2019-03-23
6319,ocean eyes,Billie Eilish,2048515,2019-03-22,2019-03-23
6320,Meant to Be,Bebe Rexha,2034076,2019-03-22,2019-03-23
6321,bellyache,Billie Eilish,2033273,2019-03-22,2019-03-23
6322,Worth It,YK Osiris,2015192,2019-03-22,2019-03-23
6323,Project Dreams,Marshmello,2014695,2019-03-22,2019-03-23
6324,Bleed It,Blueface,2009292,2019-03-22,2019-03-23
6325,YOSEMITE,Travis Scott,2004425,2019-03-22,2019-03-23
6326,Fine China,Future,2003957,2019-03-22,2019-03-23
6327,Lean Wit Me,Juice WRLD,1993225,2019-03-22,2019-03-23
6328,Tic Toc,"Rich The Kid, Tory Lanez",1987910,2019-03-22,2019-03-23
6329,Tequila,Dan + Shay,1973842,2019-03-22,2019-03-23
6330,Fake Smile,Ariana Grande,1971271,2019-03-22,2019-03-23
6331,Young Dumb & Broke,Khalid,1936597,2019-03-22,2019-03-23
6332,TAlk tO Me,"Tory Lanez, Rich The Kid",1926241,2019-03-22,2019-03-23
6333,Speechless,Dan + Shay,1910437,2019-03-22,2019-03-23
6334,No Role Modelz,J. Cole,1901612,2019-03-22,2019-03-23
6335,goosebumps,Travis Scott,1893452,2019-03-22,2019-03-23
6336,Almost (Sweet Music),Hozier,1887646,2019-03-22,2019-03-23
6337,Speed It Up,Gunna,1886637,2019-03-22,2019-03-23
6338,HeMotions,Juice WRLD,1871795,2019-03-22,2019-03-23
6339,Beautiful,Bazzi,1865637,2019-03-22,2019-03-23
6340,Ring Ring,"Juice WRLD, Rvssian",1852185,2019-03-22,2019-03-23
6341,HUMBLE.,Kendrick Lamar,1839520,2019-03-22,2019-03-23
6342,No Tears Left To Cry,Ariana Grande,1828142,2019-03-22,2019-03-23
6343,Location,Khalid,1825299,2019-03-22,2019-03-23
6344,BIG BANK,YG,1797909,2019-03-22,2019-03-23
6345,In My Feelings,Drake,1791516,2019-03-22,2019-03-23
6346,No Stylist,French Montana,1782408,2019-03-22,2019-03-23
6347,Girls Like You,Maroon 5,1778919,2019-03-22,2019-03-23
6348,Nice For What,Drake,1775682,2019-03-22,2019-03-23
6349,Mine,Bazzi,1742272,2019-03-22,2019-03-23
6351,whoa (mind in awe),XXXTENTACION,1732105,2019-03-22,2019-03-23
6352,Everybody Dies In Their Nightmares,XXXTENTACION,1729183,2019-03-22,2019-03-23
6353,11 Minutes,"YUNGBLUD, Halsey",1720573,2019-03-22,2019-03-23
6354,FEFE,6ix9ine,1718836,2019-03-22,2019-03-23
6355,BAD!,XXXTENTACION,1717307,2019-03-22,2019-03-23
6356,Slime Belief,YoungBoy Never Broke Again,1709432,2019-03-22,2019-03-23
6357,The Middle,Zedd,1707715,2019-03-22,2019-03-23
6358,Falling Down - Bonus Track,Lil Peep,1699063,2019-03-22,2019-03-23
6359,Walk Me Home,P!nk,1690657,2019-03-22,2019-03-23
6360,Another One Bites The Dust - Remastered 2011,Queen,1688237,2019-03-22,2019-03-23
6361,Kamikaze,Lil Mosey,1687529,2019-03-22,2019-03-23
6362,Candy Paint,Post Malone,1687298,2019-03-22,2019-03-23
6363,Hide,Juice WRLD,1680269,2019-03-22,2019-03-23
6364,Ghostin,Ariana Grande,1670285,2019-03-22,2019-03-23
6365,Lust,Lil Skies,1667672,2019-03-22,2019-03-23
6366,Who Shot Cupid?,Juice WRLD,1667442,2019-03-22,2019-03-23
6367,Love Lies,"Khalid, Normani",1650917,2019-03-22,2019-03-23
6368,Lost In Japan,Shawn Mendes,1650512,2019-03-22,2019-03-23
6369,KIKA,6ix9ine,1650121,2019-03-22,2019-03-23
6370,Topanga,Trippie Redd,1634097,2019-03-22,2019-03-23
6371,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,1624148,2019-03-22,2019-03-23
6372,Plug Walk,Rich The Kid,1617144,2019-03-22,2019-03-23
6373,Close Friends (Lil Baby & Gunna),Lil Baby,1597979,2019-03-22,2019-03-23
6374,In My Head,Ariana Grande,1583796,2019-03-22,2019-03-23
6375,Calma - Remix,Pedro Capó,1580524,2019-03-22,2019-03-23
6376,Whiskey Glasses,Morgan Wallen,1572888,2019-03-22,2019-03-23
6377,Arms Around You,XXXTENTACION,1563067,2019-03-22,2019-03-23
6378,Say You Won't Let Go,James Arthur,1553816,2019-03-22,2019-03-23
6379,Demons and Angels,A Boogie Wit da Hoodie,1548379,2019-03-22,2019-03-23
6380,Wasted,Juice WRLD,1545785,2019-03-22,2019-03-23
6381,Thunder,Imagine Dragons,1545320,2019-03-22,2019-03-23
6382,monster,21 Savage,1542391,2019-03-22,2019-03-23
6383,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,1539456,2019-03-22,2019-03-23
6384,Walk,Comethazine,1536780,2019-03-22,2019-03-23
6385,Nowadays,Lil Skies,1536036,2019-03-22,2019-03-23
6386,Lucky You,Eminem,1531529,2019-03-22,2019-03-23
6387,Every Season,Roddy Ricch,1523550,2019-03-22,2019-03-23
6388,No New Friends,Sia,1517545,2019-03-22,2019-03-23
6389,Whip,2 Chainz,1514301,2019-03-22,2019-03-23
6390,Bad Girls,Lil Skies,1512744,2019-03-22,2019-03-23
6391,Shotta Flow,NLE Choppa,1512654,2019-03-22,2019-03-23
6392,my boy,Billie Eilish,1511078,2019-03-22,2019-03-23
6393,Look At Me!,XXXTENTACION,1506547,2019-03-22,2019-03-23
6394,Believer,Imagine Dragons,1488149,2019-03-22,2019-03-23
6395,Praise The Lord (Da Shine),A$AP Rocky,1482410,2019-03-22,2019-03-23
6396,you should see me in a crown,Billie Eilish,1479013,2019-03-22,2019-03-23
6397,Trip,Ella Mai,1477607,2019-03-22,2019-03-23
6398,1400 / 999 Freestyle,Trippie Redd,1477322,2019-03-22,2019-03-23
6799,bad guy,Billie Eilish,9412805,2019-06-07,2019-06-08
6800,Old Town Road,Lil Nas X,9266731,2019-06-07,2019-06-08
6801,The London,Young Thug,9024672,2019-06-07,2019-06-08
6802,EARFQUAKE,"Tyler, The Creator",8565532,2019-06-07,2019-06-08
6803,Suge,DaBaby,7990575,2019-06-07,2019-06-08
6804,Truth Hurts,Lizzo,7896829,2019-06-07,2019-06-08
6805,I Don't Care,"Ed Sheeran, Justin Bieber",7890922,2019-06-07,2019-06-08
6806,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,7181059,2019-06-07,2019-06-08
6807,Pop Out,Polo G,6788920,2019-06-07,2019-06-08
6808,Never Really Over,Katy Perry,6106377,2019-06-07,2019-06-08
6809,If I Can't Have You,Shawn Mendes,5921845,2019-06-07,2019-06-08
6810,Talk,Khalid,5766724,2019-06-07,2019-06-08
6811,Mother's Daughter,Miley Cyrus,5536451,2019-06-07,2019-06-08
6812,MIDDLE CHILD,J. Cole,5491007,2019-06-07,2019-06-08
6813,Press,Cardi B,5438395,2019-06-07,2019-06-08
6815,Wow.,Post Malone,5104794,2019-06-07,2019-06-08
6816,Go Loko,YG,5079924,2019-06-07,2019-06-08
6817,Sanguine Paradise,Lil Uzi Vert,4798653,2019-06-07,2019-06-08
6818,Swervin,A Boogie Wit da Hoodie,4788136,2019-06-07,2019-06-08
6819,Cross Me,Ed Sheeran,4561318,2019-06-07,2019-06-08
6820,Sucker,Jonas Brothers,4381364,2019-06-07,2019-06-08
6821,7 Rings,Ariana Grande,4238290,2019-06-07,2019-06-08
6822,Isis,Joyner Lucas,4219877,2019-06-07,2019-06-08
6823,Pure Water,"Mustard, Migos",4111083,2019-06-07,2019-06-08
6824,Easier,5 Seconds of Summer,4109512,2019-06-07,2019-06-08
6825,Going Bad,Meek Mill,4061296,2019-06-07,2019-06-08
6826,Call You Mine,"The Chainsmokers, Bebe Rexha",4031618,2019-06-07,2019-06-08
6827,when the party's over,Billie Eilish,4030620,2019-06-07,2019-06-08
6828,Envy Me,Calboy,3969271,2019-06-07,2019-06-08
6829,Murder On My Mind,YNW Melly,3920681,2019-06-07,2019-06-08
6830,Paradise,Bazzi,3886775,2019-06-07,2019-06-08
6831,Robbery,Juice WRLD,3871551,2019-06-07,2019-06-08
6832,Someone You Loved,Lewis Capaldi,3786030,2019-06-07,2019-06-08
6833,Homicide,Logic,3719619,2019-06-07,2019-06-08
6834,Find U Again,Mark Ronson,3685702,2019-06-07,2019-06-08
6835,bury a friend,Billie Eilish,3678192,2019-06-07,2019-06-08
6836,Summer Days,Martin Garrix,3671898,2019-06-07,2019-06-08
6837,Nightmare,Halsey,3526015,2019-06-07,2019-06-08
6838,Under Enemy Arms,Trippie Redd,3510540,2019-06-07,2019-06-08
6839,Drip Too Hard (Lil Baby & Gunna),Lil Baby,3496680,2019-06-07,2019-06-08
6840,ME!,Taylor Swift,3439553,2019-06-07,2019-06-08
6841,Better,Khalid,3431543,2019-06-07,2019-06-08
6842,Eastside,"benny blanco, Halsey, Khalid, Halsey, Khalid",3356697,2019-06-07,2019-06-08
6843,SICKO MODE,Travis Scott,3329718,2019-06-07,2019-06-08
6844,Shotta Flow,NLE Choppa,3326082,2019-06-07,2019-06-08
6845,lovely,"Billie Eilish, Khalid",3324991,2019-06-07,2019-06-08
6846,Lucid Dreams,Juice WRLD,3275890,2019-06-07,2019-06-08
6847,Mixed Personalities,YNW Melly,3258229,2019-06-07,2019-06-08
6848,Happier,Marshmello,3223831,2019-06-07,2019-06-08
6849,Callaita,Bad Bunny,3166475,2019-06-07,2019-06-08
6850,Ransom,Lil Tecca,3157882,2019-06-07,2019-06-08
6851,wish you were gay,Billie Eilish,3152602,2019-06-07,2019-06-08
6852,Look Back At It,A Boogie Wit da Hoodie,3027187,2019-06-07,2019-06-08
6853,Without Me,Halsey,2966714,2019-06-07,2019-06-08
6854,The Search,NF,2954809,2019-06-07,2019-06-08
6855,Clout,Offset,2941035,2019-06-07,2019-06-08
6856,Dancing With A Stranger,"Sam Smith, Normani",2908607,2019-06-07,2019-06-08
6857,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2901614,2019-06-07,2019-06-08
6858,a lot,21 Savage,2861648,2019-06-07,2019-06-08
6859,Faucet Failure,Ski Mask The Slump God,2832907,2019-06-07,2019-06-08
6860,Soltera - Remix,Lunay,2808877,2019-06-07,2019-06-08
6861,SOS,Avicii,2798533,2019-06-07,2019-06-08
6862,"Thank U, Next",Ariana Grande,2796365,2019-06-07,2019-06-08
6863,Better Now,Post Malone,2763317,2019-06-07,2019-06-08
6864,Rescue Me,OneRepublic,2718621,2019-06-07,2019-06-08
6865,SAD!,XXXTENTACION,2663313,2019-06-07,2019-06-08
6866,Goin Baby,DaBaby,2661500,2019-06-07,2019-06-08
6867,Whiskey Glasses,Morgan Wallen,2654074,2019-06-07,2019-06-08
6868,Look What God Gave Her,Thomas Rhett,2648411,2019-06-07,2019-06-08
6869,i'm so tired...,Lauv,2626796,2019-06-07,2019-06-08
6870,I THINK,"Tyler, The Creator",2586971,2019-06-07,2019-06-08
6871,i,Lil Skies,2574568,2019-06-07,2019-06-08
6872,Beautiful Crazy,Luke Combs,2527570,2019-06-07,2019-06-08
6873,Here With Me,Marshmello,2526125,2019-06-07,2019-06-08
6874,rockstar,Post Malone,2504972,2019-06-07,2019-06-08
6875,D.R.E.A.M.,Miley Cyrus,2494167,2019-06-07,2019-06-08
6876,Baby Sitter,DaBaby,2466069,2019-06-07,2019-06-08
6877,Sweet but Psycho,Ava Max,2463096,2019-06-07,2019-06-08
6878,Act Up,City Girls,2442559,2019-06-07,2019-06-08
6879,High Hopes,Panic! At The Disco,2434458,2019-06-07,2019-06-08
6880,GRoCERIES,Chance the Rapper,2421273,2019-06-07,2019-06-08
6881,Broke Leg,"Tory Lanez, Quavo, Tyga, Quavo, Tyga",2389331,2019-06-07,2019-06-08
6882,Just Us,DJ Khaled,2387938,2019-06-07,2019-06-08
6883,you should see me in a crown,Billie Eilish,2381482,2019-06-07,2019-06-08
6884,That's A Rack,Lil Uzi Vert,2377812,2019-06-07,2019-06-08
6885,Love Thru The Computer,Gucci Mane,2370126,2019-06-07,2019-06-08
6886,Love Me Less,MAX,2338980,2019-06-07,2019-06-08
6887,Unholy,Miley Cyrus,2336515,2019-06-07,2019-06-08
6888,God's Country,Blake Shelton,2313481,2019-06-07,2019-06-08
6889,Moonlight,XXXTENTACION,2311412,2019-06-07,2019-06-08
6890,Beer Never Broke My Heart,Luke Combs,2307737,2019-06-07,2019-06-08
6891,Saturday Nights,Khalid,2307354,2019-06-07,2019-06-08
6892,ZEZE,Kodak Black,2299876,2019-06-07,2019-06-08
6893,Shallow,Lady Gaga,2280738,2019-06-07,2019-06-08
6894,Wish Wish,DJ Khaled,2268307,2019-06-07,2019-06-08
6895,Mo Bamba,Sheck Wes,2223646,2019-06-07,2019-06-08
6896,Tap,NAV,2209529,2019-06-07,2019-06-08
6897,Juice,Lizzo,2207429,2019-06-07,2019-06-08
6898,Jocelyn Flores,XXXTENTACION,2203990,2019-06-07,2019-06-08
6899,Otro Trago,Sech,2203493,2019-06-07,2019-06-08
6900,I Like It,Cardi B,2154186,2019-06-07,2019-06-08
6901,Leave Me Alone,Flipp Dinero,2152559,2019-06-07,2019-06-08
6902,Who Do You Love,The Chainsmokers,2150312,2019-06-07,2019-06-08
6903,my strange addiction,Billie Eilish,2136479,2019-06-07,2019-06-08
6904,Armed And Dangerous,Juice WRLD,2133894,2019-06-07,2019-06-08
6905,"Hey Look Ma, I Made It",Panic! At The Disco,2124533,2019-06-07,2019-06-08
6906,Meant to Be,Bebe Rexha,2095017,2019-06-07,2019-06-08
6907,Youngblood,5 Seconds of Summer,2074850,2019-06-07,2019-06-08
6908,Feeling,Juice WRLD,2073941,2019-06-07,2019-06-08
6909,Taste,Tyga,2069202,2019-06-07,2019-06-08
6910,Worth It,YK Osiris,2064366,2019-06-07,2019-06-08
6911,i love you,Billie Eilish,2057806,2019-06-07,2019-06-08
6912,Boy With Luv,BTS,2054473,2019-06-07,2019-06-08
6913,Wake Up in the Sky,Gucci Mane,2042891,2019-06-07,2019-06-08
6914,Freaky,Tory Lanez,2040592,2019-06-07,2019-06-08
6915,All Girls Are The Same,Juice WRLD,2035873,2019-06-07,2019-06-08
6916,ocean eyes,Billie Eilish,2021052,2019-06-07,2019-06-08
6917,3 Nights,Dominic Fike,2018455,2019-06-07,2019-06-08
6918,RUNNING OUT OF TIME,"Tyler, The Creator",2011804,2019-06-07,2019-06-08
6919,I Fall Apart,Post Malone,2005346,2019-06-07,2019-06-08
6920,Nonstop,Drake,2004152,2019-06-07,2019-06-08
6921,xanny,Billie Eilish,2002863,2019-06-07,2019-06-08
6922,Yes Indeed,Lil Baby,1974810,2019-06-07,2019-06-08
6923,Psycho,Post Malone,1974615,2019-06-07,2019-06-08
6924,La La Land,Bryce Vine,1973805,2019-06-07,2019-06-08
6925,I Like Me Better,Lauv,1970733,2019-06-07,2019-06-08
6926,SLOW DANCING IN THE DARK,Joji,1964257,2019-06-07,2019-06-08
6927,Con Calma,Daddy Yankee,1945132,2019-06-07,2019-06-08
6928,XO TOUR Llif3,Lil Uzi Vert,1943324,2019-06-07,2019-06-08
6929,God's Plan,Drake,1942766,2019-06-07,2019-06-08
6930,Be Alright,Dean Lewis,1942229,2019-06-07,2019-06-08
6931,Don't Call Me Up,Mabel,1935468,2019-06-07,2019-06-08
6932,Bohemian Rhapsody - Remastered 2011,Queen,1927713,2019-06-07,2019-06-08
6933,Speechless,Dan + Shay,1910586,2019-06-07,2019-06-08
6934,Congratulations,Post Malone,1906026,2019-06-07,2019-06-08
6935,Noticed,Lil Mosey,1890634,2019-06-07,2019-06-08
6936,Fuck Love,XXXTENTACION,1885151,2019-06-07,2019-06-08
6937,Money,Cardi B,1876506,2019-06-07,2019-06-08
6938,Young Dumb & Broke,Khalid,1872892,2019-06-07,2019-06-08
6939,Tequila,Dan + Shay,1865112,2019-06-07,2019-06-08
6940,Die Young,Roddy Ricch,1855125,2019-06-07,2019-06-08
6941,MIA,Bad Bunny,1848360,2019-06-07,2019-06-08
6942,Thotiana,Blueface,1841803,2019-06-07,2019-06-08
6943,Civil War,Russ,1827362,2019-06-07,2019-06-08
6944,idontwannabeyouanymore,Billie Eilish,1820125,2019-06-07,2019-06-08
6945,NEW MAGIC WAND,"Tyler, The Creator",1818558,2019-06-07,2019-06-08
6946,Ritual,Tiësto,1810208,2019-06-07,2019-06-08
6947,all the good girls go to hell,Billie Eilish,1799804,2019-06-07,2019-06-08
6948,Rumor,Lee Brice,1799438,2019-06-07,2019-06-08
6949,Racks In The Middle,Nipsey Hussle,1796730,2019-06-07,2019-06-08
6950,Floating,ScHoolboy Q,1793908,2019-06-07,2019-06-08
6951,Slime Belief,YoungBoy Never Broke Again,1784266,2019-06-07,2019-06-08
6952,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,1777019,2019-06-07,2019-06-08
6953,Ric Flair Drip (& Metro Boomin),Offset,1774429,2019-06-07,2019-06-08
6954,Location,Khalid,1773648,2019-06-07,2019-06-08
6955,Center Point Road,Thomas Rhett,1771470,2019-06-07,2019-06-08
6956,Please Me,Cardi B,1755430,2019-06-07,2019-06-08
6957,Let Me Go,"Hailee Steinfeld, Alesso, Florida Georgia Line, watt",1737134,2019-06-07,2019-06-08
6958,Not Ok,Kygo,1732196,2019-06-07,2019-06-08
6959,bellyache,Billie Eilish,1730034,2019-06-07,2019-06-08
6960,Close To Me,"Ellie Goulding, Diplo",1712264,2019-06-07,2019-06-08
6961,HUMBLE.,Kendrick Lamar,1703005,2019-06-07,2019-06-08
6962,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,1701964,2019-06-07,2019-06-08
6963,She Got the Best of Me,Luke Combs,1690144,2019-06-07,2019-06-08
6964,Love Ain't,Eli Young Band,1682475,2019-06-07,2019-06-08
6965,Amor Genuino,Ozuna,1675422,2019-06-07,2019-06-08
6966,Eyes On You,Chase Rice,1668794,2019-06-07,2019-06-08
6967,A BOY IS A GUN*,"Tyler, The Creator",1660105,2019-06-07,2019-06-08
6968,Talk You Out Of It,Florida Georgia Line,1652798,2019-06-07,2019-06-08
6969,Outta My Head,"Khalid, John Mayer",1644709,2019-06-07,2019-06-08
6970,The Middle,Zedd,1643589,2019-06-07,2019-06-08
6971,Nights Like This,Kehlani,1640625,2019-06-07,2019-06-08
6972,goosebumps,Travis Scott,1630490,2019-06-07,2019-06-08
6973,Good as You,Kane Brown,1602683,2019-06-07,2019-06-08
6974,changes,XXXTENTACION,1597595,2019-06-07,2019-06-08
6975,Mine,Bazzi,1595301,2019-06-07,2019-06-08
6976,Knockin' Boots,Luke Bryan,1595244,2019-06-07,2019-06-08
6977,Look Alive,BlocBoy JB,1592656,2019-06-07,2019-06-08
6978,Nice For What,Drake,1591223,2019-06-07,2019-06-08
6979,Get You The Moon,Kina,1588225,2019-06-07,2019-06-08
6980,Splashin,Rich The Kid,1576054,2019-06-07,2019-06-08
6981,Space Cadet,Metro Boomin,1574666,2019-06-07,2019-06-08
6982,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,1571507,2019-06-07,2019-06-08
6983,Best Part,H.E.R.,1570727,2019-06-07,2019-06-08
6984,In My Feelings,Drake,1566772,2019-06-07,2019-06-08
6985,Let Me Down Slowly,Alec Benjamin,1563685,2019-06-07,2019-06-08
6986,Te Robaré,Nicky Jam,1561149,2019-06-07,2019-06-08
6987,Pure Cocaine,Lil Baby,1558394,2019-06-07,2019-06-08
6988,No Role Modelz,J. Cole,1547818,2019-06-07,2019-06-08
6989,RICKY,Denzel Curry,1546947,2019-06-07,2019-06-08
6990,Girls Like You,Maroon 5,1546082,2019-06-07,2019-06-08
6991,Don't Stop Me Now - Remastered,Queen,1545550,2019-06-07,2019-06-08
6992,Night Shift,Jon Pardi,1542819,2019-06-07,2019-06-08
6993,The Most,Miley Cyrus,1538828,2019-06-07,2019-06-08
6994,This Feeling,The Chainsmokers,1536489,2019-06-07,2019-06-08
6995,Party Up The Street,Miley Cyrus,1534762,2019-06-07,2019-06-08
6996,Sixteen,Ellie Goulding,1530210,2019-06-07,2019-06-08
6997,Thunder,Imagine Dragons,1516429,2019-06-07,2019-06-08
6998,Do You Mean,The Chainsmokers,1512031,2019-06-07,2019-06-08
7399,The London,Young Thug,11666746,2019-05-31,2019-06-01
7400,EARFQUAKE,"Tyler, The Creator",10377249,2019-05-31,2019-06-01
7401,Old Town Road,Lil Nas X,10327175,2019-05-31,2019-06-01
7402,bad guy,Billie Eilish,9785130,2019-05-31,2019-06-01
7403,I Don't Care,"Ed Sheeran, Justin Bieber",8382971,2019-05-31,2019-06-01
